Ticker,BEA,NAICS,Title
LLNW,311FT,312230,Food and beverage and tobacco products
LLTC,334,334413,Computer and electronic products
LLY,325,325412,Chemical products
LM,523,523920,"Securities, commodity contracts, and investments"
LMIA,332,332912,Fabricated metal products
LMNX,332,332994,Fabricated metal products
LMOS,513,517311,Broadcasting and telecommunications
LNC,524,524113,Insurance carriers and related activities
LNCE,311FT,311812,Food and beverage and tobacco products
LNDC,311FT,311421,Food and beverage and tobacco products
LNG,22,221210,Utilities
LNN,332,332216,Fabricated metal products
LNT,22,221111,Utilities
LO,311FT,312230,Food and beverage and tobacco products
LOCK,514,518210,"Data processing, internet publishing, and other information services"
LOGM,334,334614,Computer and electronic products
LORL,334,334220,Computer and electronic products
LOW,4A0,444110,Other retail
LPG,483,483111,Water transportation
LPI,211,211120,Oil and gas extraction
LPNT,622,622110,Hospitals
LPSN,334,334614,Computer and electronic products
LQ,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
LQDT,311FT,312230,Food and beverage and tobacco products
LRCX,332,332410,Fabricated metal products
LSCC,334,334413,Computer and electronic products
LSI,525,525990,"Funds, trusts, and other financial vehicles"
LSTR,484,484121,Truck transportation
LTC,525,525990,"Funds, trusts, and other financial vehicles"
LTM,481,481219,Air transportation
LTS,523,523110,"Securities, commodity contracts, and investments"
LUB,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
LUK,311FT,311611,Food and beverage and tobacco products
LUV,481,481111,Air transportation
LVLT,513,517311,Broadcasting and telecommunications
LVS,721,721110,Accommodation
LXFT,5415,541511,Computer systems design and related services
LXP,525,525990,"Funds, trusts, and other financial vehicles"
LXRX,325,325412,Chemical products
MA,311FT,312230,Food and beverage and tobacco products
MAA,525,525990,"Funds, trusts, and other financial vehicles"
MAC,525,525990,"Funds, trusts, and other financial vehicles"
MACK,325,325412,Chemical products
MAN,561,561320,Administrative and support services
MANH,334,334614,Computer and electronic products
MANT,23,236115,Construction
MAR,721,721110,Accommodation
MASI,334,334510,Computer and electronic products
MAT,339,339930,Miscellaneous manufacturing
MBFI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MBI,524,524126,Insurance carriers and related activities
MBRG,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MBVT,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MBWM,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MC,523,523920,"Securities, commodity contracts, and investments"
MCBC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MCD,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
MCF,211,211120,Oil and gas extraction
MCHP,334,334413,Computer and electronic products
MCHX,311FT,312230,Food and beverage and tobacco products
MCK,42,424210,Wholesale trade
MCRI,721,721110,Accommodation
MCRL,334,334413,Computer and electronic products
MCRS,5415,541512,Computer systems design and related services
MCY,524,524126,Insurance carriers and related activities
MDAS,334,334614,Computer and electronic products
MDC,23,236117,Construction
MDCA,5412OP,541810,"Miscellaneous professional, scientific, and technical services"
MDCI,322,322291,Paper products
MDCO,325,325412,Chemical products
MDP,511,511120,"Publishing industries, except internet (includes software)"
MDR,332,332313,Fabricated metal products
MDRX,5415,541512,Computer systems design and related services
MDSO,334,334614,Computer and electronic products
MDT,334,334510,Computer and electronic products
MDVN,325,325412,Chemical products
MDXG,332,332994,Fabricated metal products
MEAS,334,334514,Computer and electronic products
MEG,513,515120,Broadcasting and telecommunications
MEI,334,334417,Computer and electronic products
MEIP,325,325412,Chemical products
MENT,5415,541512,Computer systems design and related services
MET,524,524113,Insurance carriers and related activities
METR,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MFA,525,525990,"Funds, trusts, and other financial vehicles"
MFLX,334,334412,Computer and electronic products
MFRM,337,337110,Furniture and related products
MG,5412OP,541330,"Miscellaneous professional, scientific, and technical services"
MGI,311FT,312230,Food and beverage and tobacco products
MGM,721,721110,Accommodation
MGNX,325,325412,Chemical products
MGRC,532RL,532210,Rental and leasing services and lessors of intangible assets
MHGC,721,721110,Accommodation
MHK,313TT,314110,Textile mills and textile product mills
MHLD,524,524126,Insurance carriers and related activities
MHO,23,236117,Construction
MIG,524,524126,Insurance carriers and related activities
MILL,211,211120,Oil and gas extraction
MIND,532RL,532210,Rental and leasing services and lessors of intangible assets
MINI,332,332313,Fabricated metal products
MITK,333,333316,Machinery
MITT,525,525990,"Funds, trusts, and other financial vehicles"
MKL,524,524126,Insurance carriers and related activities
MKSI,334,334513,Computer and electronic products
MKTO,334,334614,Computer and electronic products
MKTX,523,523110,"Securities, commodity contracts, and investments"
MLAB,334,334513,Computer and electronic products
MLR,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
MM,5412OP,541810,"Miscellaneous professional, scientific, and technical services"
MMC,524,524210,Insurance carriers and related activities
MMI,ORE,531110,Other real estate
MMM,332,332994,Fabricated metal products
MMS,311FT,312230,Food and beverage and tobacco products
MMSI,332,332994,Fabricated metal products
MN,523,523920,"Securities, commodity contracts, and investments"
MNI,511,511110,"Publishing industries, except internet (includes software)"
MNK,325,325412,Chemical products
MNKD,325,325412,Chemical products
MNR,525,525990,"Funds, trusts, and other financial vehicles"
MNST,311FT,312111,Food and beverage and tobacco products
MNTA,325,325414,Chemical products
MNTX,332,332410,Fabricated metal products
MO,311FT,312230,Food and beverage and tobacco products
MOD,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
MOFG,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MOH,524,524114,Insurance carriers and related activities
MORN,523,523920,"Securities, commodity contracts, and investments"
MOSY,334,334413,Computer and electronic products
MOV,334,334519,Computer and electronic products
MOVE,ORE,531110,Other real estate
MPAA,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
MPC,324,324110,Petroleum and coal products
MPO,211,211120,Oil and gas extraction
MPW,525,525990,"Funds, trusts, and other financial vehicles"
MPWR,334,334413,Computer and electronic products
MRC,42,423830,Wholesale trade
MRGE,5415,541512,Computer systems design and related services
MRH,524,524126,Insurance carriers and related activities
MRIN,514,518210,"Data processing, internet publishing, and other information services"
MRK,325,325412,Chemical products
MRLN,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MRO,211,211120,Oil and gas extraction
MRTN,484,484121,Truck transportation
MRTX,325,325412,Chemical products
MRVL,334,334413,Computer and electronic products
MS,523,523110,"Securities, commodity contracts, and investments"
MSA,322,322291,Paper products
MSCC,334,334413,Computer and electronic products
MSCI,311FT,312230,Food and beverage and tobacco products
MSEX,22,221310,Utilities
MSFG,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MSFT,334,334614,Computer and electronic products
MSI,334,334220,Computer and electronic products
MSL,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MSM,42,423830,Wholesale trade
MSTR,334,334614,Computer and electronic products
MTB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
MTD,334,334516,Computer and electronic products
MTDR,211,211120,Oil and gas extraction
MTG,524,524126,Insurance carriers and related activities
MTGE,525,525990,"Funds, trusts, and other financial vehicles"
MTH,23,236117,Construction
MTOR,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
MTSC,334,334514,Computer and electronic products
MTSI,334,334413,Computer and electronic products
MTW,333,333120,Machinery
MTZ,23,237110,Construction
MU,334,334413,Computer and electronic products
MUR,211,211120,Oil and gas extraction
MWIV,42,423450,Wholesale trade
MWV,322,322121,Paper products
MWW,561,561320,Administrative and support services
MXIM,334,334413,Computer and electronic products
MXL,334,334413,Computer and electronic products
MYCC,481,481219,Air transportation
MYE,326,326121,Plastics and rubber products
MYGN,325,325412,Chemical products
MYL,325,325412,Chemical products
MYRG,23,237110,Construction
N,334,334614,Computer and electronic products
NANO,334,334514,Computer and electronic products
NASB,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
NATH,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
NATI,334,334614,Computer and electronic products
NATL,524,524126,Insurance carriers and related activities
NATR,325,325412,Chemical products
NAV,3361MV,336111,"Motor vehicles, bodies and trailers, and parts"
NAVB,325,325412,Chemical products
NAVG,524,524126,Insurance carriers and related activities
NAVI,523,523110,"Securities, commodity contracts, and investments"
NBBC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NBHC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NBIX,325,325414,Chemical products
NBL,211,211120,Oil and gas extraction
NBR,213,213111,Support activities for mining
NBTB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NCI,5412OP,541611,"Miscellaneous professional, scientific, and technical services"
NCR,333,333316,Machinery
NCS,332,332311,Fabricated metal products
NDLS,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
NDSN,313TT,314999,Textile mills and textile product mills
NE,213,213111,Support activities for mining
NEE,22,221111,Utilities
NEO,5412OP,541380,"Miscellaneous professional, scientific, and technical services"
NEOG,325,325412,Chemical products
NEON,334,334220,Computer and electronic products
NES,213,213112,Support activities for mining
NETE,514,518210,"Data processing, internet publishing, and other information services"
NEWM,511,511110,"Publishing industries, except internet (includes software)"
NEWP,333,333249,Machinery
NFBK,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
NFG,22,221210,Utilities
NFLX,532RL,532282,Rental and leasing services and lessors of intangible assets
NFX,211,211120,Oil and gas extraction
NGHC,524,524126,Insurance carriers and related activities
NGS,213,213112,Support activities for mining
NHC,623,623110,Nursing and residential care facilities
NHI,525,525990,"Funds, trusts, and other financial vehicles"
NI,22,221111,Utilities
NICK,521CI,522210,"Federal Reserve banks, credit intermediation, and related activities"
NIHD,513,517312,Broadcasting and telecommunications
NILE,4A0,448310,Other retail
NJR,22,221210,Utilities
NKE,315AL,316210,Apparel and leather and allied products
NKSH,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NKTR,325,325412,Chemical products
NLNK,325,325412,Chemical products
NLS,339,339920,Miscellaneous manufacturing
NLSN,311FT,312230,Food and beverage and tobacco products
NLY,525,525990,"Funds, trusts, and other financial vehicles"
NM,483,483111,Water transportation
NMBL,334,334112,Computer and electronic products
NMIH,524,524126,Insurance carriers and related activities
NMRX,334,334290,Computer and electronic products
NNA,483,483111,Water transportation
NNBR,332,332991,Fabricated metal products
NNI,521CI,522210,"Federal Reserve banks, credit intermediation, and related activities"
NNVC,5412OP,541713,"Miscellaneous professional, scientific, and technical services"
NOC,334,334511,Computer and electronic products
NOV,333,333132,Machinery
NOW,334,334614,Computer and electronic products
NP,322,322121,Paper products
NPBC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NPSP,325,325414,Chemical products
NPTN,334,334413,Computer and electronic products
NR,333,333132,Machinery
NRCIA,5412OP,541713,"Miscellaneous professional, scientific, and technical services"
NRG,22,221111,Utilities
NRIM,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
NRZ,525,525990,"Funds, trusts, and other financial vehicles"
NSC,482,482111,Rail transportation
NSIT,4A0,454110,Other retail
NSM,521CI,522292,"Federal Reserve banks, credit intermediation, and related activities"
NSP,561,561320,Administrative and support services
NSPH,332,332994,Fabricated metal products
NSR,485,485310,Transit and ground passenger transportation
NSTG,325,325414,Chemical products
NTAP,334,334112,Computer and electronic products
NTCT,5415,541512,Computer systems design and related services
NTGR,334,334210,Computer and electronic products
NTK,333,333414,Machinery
NTLS,513,517311,Broadcasting and telecommunications
NTRI,4A0,454110,Other retail
NTRS,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NUAN,334,334614,Computer and electronic products
NUE,324,324199,Petroleum and coal products
NUS,42,424210,Wholesale trade
NUTR,325,325411,Chemical products
NUVA,332,332994,Fabricated metal products
NVAX,325,325414,Chemical products
NVDA,334,334413,Computer and electronic products
NVEC,334,334413,Computer and electronic products
NVR,23,236117,Construction
NWBI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
NWBO,325,325412,Chemical products
NWE,22,221111,Utilities
NWHM,23,236117,Construction
NWL,326,326121,Plastics and rubber products
NWLI,524,524113,Insurance carriers and related activities
NWN,22,221210,Utilities
NWPX,331,331210,Primary metals
NWS,511,511110,"Publishing industries, except internet (includes software)"
NWSA,511,511110,"Publishing industries, except internet (includes software)"
NWY,4A0,448120,Other retail
NXST,513,515120,Broadcasting and telecommunications
NXTM,334,334510,Computer and electronic products
NYCB,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
NYLD,22,221111,Utilities
NYMT,525,525990,"Funds, trusts, and other financial vehicles"
NYRT,525,525990,"Funds, trusts, and other financial vehicles"
NYT,511,511110,"Publishing industries, except internet (includes software)"
O,525,525990,"Funds, trusts, and other financial vehicles"
OABC,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
OAS,211,211120,Oil and gas extraction
OB,524,524126,Insurance carriers and related activities
OCFC,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
OCLR,334,334413,Computer and electronic products
OCN,521CI,522292,"Federal Reserve banks, credit intermediation, and related activities"
OCR,4A0,446110,Other retail
ODFL,484,484121,Truck transportation
OFC,525,525990,"Funds, trusts, and other financial vehicles"
OFG,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
OFIX,332,332994,Fabricated metal products
OGE,22,221111,Utilities
OGS,22,221210,Utilities
OHI,525,525990,"Funds, trusts, and other financial vehicles"
OHRP,325,325412,Chemical products
OI,327,327213,Nonmetallic mineral products
OII,213,213112,Support activities for mining
OIS,333,333132,Machinery
OKE,22,221210,Utilities
OKSB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
OLBK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
OLP,525,525990,"Funds, trusts, and other financial vehicles"
OMC,5412OP,541810,"Miscellaneous professional, scientific, and technical services"
OMCL,334,334111,Computer and electronic products
OMED,325,325412,Chemical products
OMER,325,325412,Chemical products
OMI,42,423450,Wholesale trade
ONB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
OPEN,311FT,312230,Food and beverage and tobacco products
OPHT,325,325412,Chemical products
OPK,325,325412,Chemical products
OPLK,334,334210,Computer and electronic products
OPWR,334,334614,Computer and electronic products
OPY,523,523110,"Securities, commodity contracts, and investments"
ORA,22,221111,Utilities
ORB,334,334220,Computer and electronic products
ORBC,485,485310,Transit and ground passenger transportation
ORCL,334,334614,Computer and electronic products
OREX,325,325412,Chemical products
ORI,524,524126,Insurance carriers and related activities
ORIT,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
OSIR,325,325414,Chemical products
OSIS,334,334413,Computer and electronic products
OSK,3361MV,336111,"Motor vehicles, bodies and trailers, and parts"
OSTK,4A0,454110,Other retail
OSUR,332,332994,Fabricated metal products
OTTR,22,221111,Utilities
OVAS,325,325412,Chemical products
OVTI,334,334413,Computer and electronic products
OXFD,325,325412,Chemical products
OXY,211,211120,Oil and gas extraction
OZRK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
P,513,515111,Broadcasting and telecommunications
PACB,334,334516,Computer and electronic products
PACR,487OS,488510,Other transportation and support activities
PACW,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PAHC,325,325412,Chemical products
PANW,333,333316,Machinery
PAY,333,333316,Machinery
PAYC,334,334614,Computer and electronic products
PB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PBCT,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
PBF,324,324110,Petroleum and coal products
PBH,325,325412,Chemical products
PBI,333,333318,Machinery
PBPB,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
PBYI,325,325412,Chemical products
PCAR,3361MV,336111,"Motor vehicles, bodies and trailers, and parts"
PCBK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PCG,22,221111,Utilities
PCH,525,525990,"Funds, trusts, and other financial vehicles"
PCL,525,525990,"Funds, trusts, and other financial vehicles"
PCRX,325,325412,Chemical products
PCTI,334,334220,Computer and electronic products
PCTY,334,334614,Computer and electronic products
PCYC,325,325412,Chemical products
PCYG,514,518210,"Data processing, internet publishing, and other information services"
PCYO,22,221310,Utilities
PDCE,211,211120,Oil and gas extraction
PDCO,42,423450,Wholesale trade
PDFS,5415,541511,Computer systems design and related services
PDLI,325,325414,Chemical products
PDM,ORE,531120,Other real estate
PE,211,211120,Oil and gas extraction
PEB,525,525990,"Funds, trusts, and other financial vehicles"
PEBO,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PEG,22,221111,Utilities
PEGA,514,518210,"Data processing, internet publishing, and other information services"
PEGI,22,221111,Utilities
PEI,525,525990,"Funds, trusts, and other financial vehicles"
PENN,721,721110,Accommodation
PERI,5415,541511,Computer systems design and related services
PES,213,213111,Support activities for mining
PETS,4A0,446110,Other retail
PETX,325,325412,Chemical products
PFE,325,325412,Chemical products
PFG,524,524113,Insurance carriers and related activities
PFIE,333,333132,Machinery
PFIS,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PFPT,514,518210,"Data processing, internet publishing, and other information services"
PFS,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
PFSI,521CI,522292,"Federal Reserve banks, credit intermediation, and related activities"
PGC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PGI,311FT,312230,Food and beverage and tobacco products
PGNX,325,325412,Chemical products
PGR,524,524126,Insurance carriers and related activities
PGTI,332,332321,Fabricated metal products
PHH,521CI,522220,"Federal Reserve banks, credit intermediation, and related activities"
PHIIK,481,481211,Air transportation
PHM,23,236117,Construction
PHX,211,211120,Oil and gas extraction
PIKE,23,238210,Construction
PJC,523,523110,"Securities, commodity contracts, and investments"
PKD,213,213111,Support activities for mining
PKE,334,334412,Computer and electronic products
PKI,334,334516,Computer and electronic products
PKT,5415,541511,Computer systems design and related services
PKY,525,525990,"Funds, trusts, and other financial vehicles"
PL,524,524113,Insurance carriers and related activities
PLAB,334,334413,Computer and electronic products
PLCE,4A0,448140,Other retail
PLCM,334,334210,Computer and electronic products
PLD,525,525990,"Funds, trusts, and other financial vehicles"
PLKI,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
PLL,313TT,314999,Textile mills and textile product mills
PLMT,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PLOW,333,333120,Machinery
PLPC,23,237110,Construction
PLPM,311FT,312230,Food and beverage and tobacco products
PLT,334,334210,Computer and electronic products
PLUS,42,423430,Wholesale trade
PLXS,334,334412,Computer and electronic products
PLXT,334,334413,Computer and electronic products
PM,311FT,312230,Food and beverage and tobacco products
PMC,4A0,446110,Other retail
PMCS,334,334413,Computer and electronic products
PMFG,313TT,314999,Textile mills and textile product mills
PMT,525,525990,"Funds, trusts, and other financial vehicles"
PNC,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PNFP,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PNK,721,721110,Accommodation
PNM,22,221111,Utilities
PNRA,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
PNW,22,221111,Utilities
PNX,524,524113,Insurance carriers and related activities
PNY,22,221210,Utilities
PODD,332,332994,Fabricated metal products
POL,325,325211,Chemical products
POM,22,221111,Utilities
POR,22,221111,Utilities
POWI,334,334413,Computer and electronic products
POWL,335,335313,"Electrical equipment, appliances, and components"
POWR,311FT,312230,Food and beverage and tobacco products
POZN,325,325412,Chemical products
PPBI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PPC,311FT,311615,Food and beverage and tobacco products
PPG,325,325510,Chemical products
PPL,22,221111,Utilities
PPS,525,525990,"Funds, trusts, and other financial vehicles"
PQ,211,211120,Oil and gas extraction
PRA,524,524126,Insurance carriers and related activities
PRE,524,524113,Insurance carriers and related activities
PRFT,5415,541511,Computer systems design and related services
PRGO,325,325412,Chemical products
PRGS,334,334614,Computer and electronic products
PRI,524,524113,Insurance carriers and related activities
PRIM,23,237110,Construction
PRK,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PRKR,334,334220,Computer and electronic products
PRO,5415,541511,Computer systems design and related services
PROV,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
PRTA,325,325412,Chemical products
PRU,524,524113,Insurance carriers and related activities
PRXL,5412OP,541713,"Miscellaneous professional, scientific, and technical services"
PSA,525,525990,"Funds, trusts, and other financial vehicles"
PSB,525,525990,"Funds, trusts, and other financial vehicles"
PSEM,334,334413,Computer and electronic products
PSMI,334,334413,Computer and electronic products
PSTB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PSX,324,324110,Petroleum and coal products
PTCT,325,325412,Chemical products
PTEN,213,213111,Support activities for mining
PTIE,325,325412,Chemical products
PTLA,325,325412,Chemical products
PTP,524,524126,Insurance carriers and related activities
PTSI,484,484121,Truck transportation
PTX,325,325412,Chemical products
PVTB,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PWOD,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
PWR,23,238210,Construction
PXD,211,211120,Oil and gas extraction
PYPL,311FT,312230,Food and beverage and tobacco products
PZN,523,523920,"Securities, commodity contracts, and investments"
PZZA,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
QADA,334,334614,Computer and electronic products
QCOM,334,334220,Computer and electronic products
QCOR,325,325412,Chemical products
QDEL,325,325412,Chemical products
QEP,211,211120,Oil and gas extraction
QGEN,325,325414,Chemical products
QLIK,334,334614,Computer and electronic products
QLTY,484,484121,Truck transportation
QLYS,334,334614,Computer and electronic products
QNST,311FT,312230,Food and beverage and tobacco products
QRHC,532RL,532210,Rental and leasing services and lessors of intangible assets
QRVO,334,334413,Computer and electronic products
QSII,5415,541512,Computer systems design and related services
QTM,334,334112,Computer and electronic products
QTS,525,525990,"Funds, trusts, and other financial vehicles"
QTWO,334,334614,Computer and electronic products
QUIK,334,334413,Computer and electronic products
RAD,4A0,446110,Other retail
RAI,311FT,312230,Food and beverage and tobacco products
RAIL,333,333914,Machinery
RALY,334,334614,Computer and electronic products
RARE,325,325412,Chemical products
RAS,525,525990,"Funds, trusts, and other financial vehicles"
RATE,514,518210,"Data processing, internet publishing, and other information services"
RAVN,326,326113,Plastics and rubber products
RBC,335,335312,"Electrical equipment, appliances, and components"
RBCAA,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
RBCN,334,334413,Computer and electronic products
RCAP,523,523110,"Securities, commodity contracts, and investments"
RCII,532RL,532210,Rental and leasing services and lessors of intangible assets
RCPT,325,325412,Chemical products
RDC,213,213111,Support activities for mining
RDEN,325,325611,Chemical products
RDN,524,524126,Insurance carriers and related activities
RDNT,621,621511,Ambulatory health care services
RE,524,524126,Insurance carriers and related activities
RECN,311FT,312230,Food and beverage and tobacco products
REG,525,525990,"Funds, trusts, and other financial vehicles"
REGN,325,325412,Chemical products
REI,211,211120,Oil and gas extraction
REIS,311FT,312230,Food and beverage and tobacco products
RELL,42,423690,Wholesale trade
REMY,3361MV,336211,"Motor vehicles, bodies and trailers, and parts"
REN,211,211120,Oil and gas extraction
RENT,311FT,312230,Food and beverage and tobacco products
RES,213,213112,Support activities for mining
REV,325,325611,Chemical products
REXI,523,523130,"Securities, commodity contracts, and investments"
REXR,525,525990,"Funds, trusts, and other financial vehicles"
REXX,211,211120,Oil and gas extraction
RF,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
RFMD,334,334413,Computer and electronic products
RFP,322,322121,Paper products
RGA,524,524113,Insurance carriers and related activities
RGEN,325,325414,Chemical products
RGLS,325,325412,Chemical products
RH,337,337110,Furniture and related products
RHI,561,561320,Administrative and support services
RHP,525,525990,"Funds, trusts, and other financial vehicles"
RIG,213,213111,Support activities for mining
RIGL,325,325412,Chemical products
RJET,481,481111,Air transportation
RJF,523,523110,"Securities, commodity contracts, and investments"
RKUS,333,333316,Machinery
RLD,334,334220,Computer and electronic products
RLGY,ORE,531110,Other real estate
RLI,524,524126,Insurance carriers and related activities
RLJ,525,525990,"Funds, trusts, and other financial vehicles"
RLOC,5412OP,541810,"Miscellaneous professional, scientific, and technical services"
RLYP,325,325412,Chemical products
RM,521CI,522210,"Federal Reserve banks, credit intermediation, and related activities"
RMAX,ORE,531110,Other real estate
RMBS,334,334413,Computer and electronic products
RMD,332,332994,Fabricated metal products
RMTI,334,334510,Computer and electronic products
RNET,485,485310,Transit and ground passenger transportation
RNG,514,518210,"Data processing, internet publishing, and other information services"
RNR,524,524126,Insurance carriers and related activities
RNST,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
RNWK,5415,541511,Computer systems design and related services
ROG,325,325211,Chemical products
ROIC,525,525990,"Funds, trusts, and other financial vehicles"
ROK,334,334514,Computer and electronic products
ROLL,332,332991,Fabricated metal products
ROP,334,334513,Computer and electronic products
ROSE,211,211120,Oil and gas extraction
ROST,4A0,448140,Other retail
ROVI,532RL,533110,Rental and leasing services and lessors of intangible assets
RP,334,334614,Computer and electronic products
RPAI,525,525990,"Funds, trusts, and other financial vehicles"
RPM,325,325510,Chemical products
RPRX,325,325414,Chemical products
RPT,525,525990,"Funds, trusts, and other financial vehicles"
RPTP,325,325412,Chemical products
RPXC,532RL,533110,Rental and leasing services and lessors of intangible assets
RRC,211,211120,Oil and gas extraction
RRGB,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
RRTS,487OS,488510,Other transportation and support activities
RS,42,423510,Wholesale trade
RSG,562,562211,Waste management and remediation services
RSO,525,525990,"Funds, trusts, and other financial vehicles"
RSPP,211,211120,Oil and gas extraction
RST,334,334614,Computer and electronic products
RSYS,333,333316,Machinery
RT,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
RTEC,334,334513,Computer and electronic products
RTIX,322,322291,Paper products
RTN,334,334511,Computer and electronic products
RTRX,325,325412,Chemical products
RUTH,711AS,711110,"Performing arts, spectator sports, museums, and related activities"
RVNC,325,325412,Chemical products
RWT,525,525990,"Funds, trusts, and other financial vehicles"
RYL,23,236117,Construction
RYN,525,525990,"Funds, trusts, and other financial vehicles"
S,513,517311,Broadcasting and telecommunications
SAAS,334,334614,Computer and electronic products
SAFM,311FT,311615,Food and beverage and tobacco products
SAFT,524,524126,Insurance carriers and related activities
SAIA,484,484121,Truck transportation
SAIC,5415,541512,Computer systems design and related services
SALM,513,515111,Broadcasting and telecommunications
SALT,483,483111,Water transportation
SAM,311FT,311942,Food and beverage and tobacco products
SAMG,523,523920,"Securities, commodity contracts, and investments"
SANM,334,334412,Computer and electronic products
SAPE,5415,541512,Computer systems design and related services
SASR,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SATS,334,334220,Computer and electronic products
SAVE,481,481111,Air transportation
SB,483,483111,Water transportation
SBAC,525,525990,"Funds, trusts, and other financial vehicles"
SBCF,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SBGI,513,515120,Broadcasting and telecommunications
SBNY,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SBRA,525,525990,"Funds, trusts, and other financial vehicles"
SBSI,521CI,522110,"Federal Reserve banks, credit intermediation, and related activities"
SBY,525,525990,"Funds, trusts, and other financial vehicles"
SCAI,621,621399,Ambulatory health care services
SCBT,521CI,522120,"Federal Reserve banks, credit intermediation, and related activities"
SCG,22,221111,Utilities
SCHL,511,511130,"Publishing industries, except internet (includes software)"
SCHW,523,523110,"Securities, commodity contracts, and investments"
SCLN,325,325412,Chemical products
SCMP,325,325412,Chemical products
SCOR,311FT,312230,Food and beverage and tobacco products
SCS,337,337214,Furniture and related products
SCSC,42,423430,Wholesale trade
SCVL,4A0,448210,Other retail
SD,211,211120,Oil and gas extraction
SDRL,213,213111,Support activities for mining
SEAC,334,334220,Computer and electronic products
SEB,523,523130,"Securities, commodity contracts, and investments"
SEIC,523,523110,"Securities, commodity contracts, and investments"
SEMG,213,213112,Support activities for mining
SENEA,311FT,311421,Food and beverage and tobacco products
SF,523,523110,"Securities, commodity contracts, and investments"
